,date_game,game_location,game_result,losses,opp_name,opp_pts,overtimes,pts,wins,school_name
2,"Thu, Nov 16, 2017",N,L,1,Iowa State,104,,98,2,Appalachian State
3,"Fri, Nov 17, 2017",N,L,2,Western Michigan,86,,67,2,Appalachian State
4,"Sun, Nov 19, 2017",N,W,2,Texas-El Paso,72,,76,3,Appalachian State
5,"Wed, Nov 22, 2017",@,L,3,James Madison,105,2OT,99,3,Appalachian State
6,"Sat, Nov 25, 2017",,W,3,Davidson,62,,78,4,Appalachian State
7,"Tue, Nov 28, 2017",@,L,4,Virginia Commonwealth,85,,72,4,Appalachian State
8,"Sat, Dec 2, 2017",,W,4,South Florida,61,,84,5,Appalachian State
9,"Mon, Dec 4, 2017",@,L,5,Western Carolina,72,,71,5,Appalachian State
10,"Sat, Dec 9, 2017",@,L,6,Akron,94,,89,5,Appalachian State
11,"Sat, Dec 16, 2017",@,L,7,Ohio State,80,,67,5,Appalachian State
12,"Wed, Dec 20, 2017",@,L,8,Hampton,86,,53,5,Appalachian State
13,"Fri, Dec 29, 2017",,W,8,Texas State,62,,66,6,Appalachian State
14,"Sun, Dec 31, 2017",,W,8,Texas-Arlington,76,,80,7,Appalachian State
15,"Thu, Jan 4, 2018",@,L,9,Louisiana,78,,45,7,Appalachian State
16,"Sat, Jan 6, 2018",@,W,9,Louisiana-Monroe,73,,79,8,Appalachian State
17,"Thu, Jan 11, 2018",,L,10,Georgia State,71,,58,8,Appalachian State
18,"Sat, Jan 13, 2018",,L,11,Georgia Southern,60,,59,8,Appalachian State
19,"Sat, Jan 20, 2018",@,L,12,South Alabama,83,,77,8,Appalachian State
20,"Mon, Jan 22, 2018",@,L,13,Troy,81,,79,8,Appalachian State
21,"Thu, Jan 25, 2018",,W,13,Little Rock,67,OT,72,9,Appalachian State
22,"Sat, Jan 27, 2018",,L,14,Arkansas State,93,,88,9,Appalachian State
23,"Thu, Feb 1, 2018",@,L,15,Texas-Arlington,89,,77,9,Appalachian State
24,"Sat, Feb 3, 2018",@,W,15,Texas State,56,,59,10,Appalachian State
25,"Sat, Feb 10, 2018",@,W,15,Coastal Carolina,66,,81,11,Appalachian State
26,"Thu, Feb 15, 2018",,L,16,South Alabama,77,,66,11,Appalachian State
27,"Sat, Feb 17, 2018",,W,16,Troy,54,,65,12,Appalachian State
28,"Thu, Feb 22, 2018",@,L,17,Arkansas State,82,OT,79,12,Appalachian State
29,"Sat, Feb 24, 2018",@,W,17,Little Rock,67,,69,13,Appalachian State
30,"Sat, Mar 3, 2018",,W,17,Coastal Carolina,67,,76,14,Appalachian State
31,"Wed, Mar 7, 2018",N,W,17,Little Rock,64,,93,15,Appalachian State
32,"Fri, Mar 9, 2018",N,L,18,Texas-Arlington,84,,68,15,Appalachian State
0,"Fri, Nov 10, 2017",,W,0,Idaho State,74,,94,1,Arizona State NCAA
1,"Tue, Nov 14, 2017",,W,0,San Diego State,68,,90,2,Arizona State NCAA
2,"Fri, Nov 17, 2017",,W,0,Northern Arizona,62,,97,3,Arizona State NCAA
3,"Sun, Nov 19, 2017",,W,0,UC-Irvine,78,,99,4,Arizona State NCAA
4,"Thu, Nov 23, 2017",N,W,0,Kansas State,90,,92,5,Arizona State NCAA
5,"Fri, Nov 24, 2017",N,W,0,Xavier,86,,102,6,Arizona State NCAA
6,"Sat, Dec 2, 2017",,W,0,San Francisco,57,,75,7,Arizona State NCAA
7,"Fri, Dec 8, 2017",N,W,0,St. John's,70,,82,8,Arizona State NCAA
8,"Sun, Dec 10, 2017",@,W,0,Kansas,85,,95,9,Arizona State NCAA
9,"Sun, Dec 17, 2017",,W,0,Vanderbilt,64,,76,10,Arizona State NCAA
10,"Tue, Dec 19, 2017",,W,0,Longwood,61,,95,11,Arizona State NCAA
11,"Fri, Dec 22, 2017",,W,0,Pacific,65,,104,12,Arizona State NCAA
12,"Sat, Dec 30, 2017",@,L,1,Arizona,84,,78,12,Arizona State NCAA
13,"Thu, Jan 4, 2018",@,L,2,Colorado,90,OT,81,12,Arizona State NCAA
14,"Sun, Jan 7, 2018",@,W,2,Utah,77,,80,13,Arizona State NCAA
15,"Thu, Jan 11, 2018",,L,3,Oregon,76,,72,13,Arizona State NCAA
16,"Sat, Jan 13, 2018",,W,3,Oregon State,75,,77,14,Arizona State NCAA
17,"Wed, Jan 17, 2018",@,L,4,Stanford,86,,77,14,Arizona State NCAA
18,"Sat, Jan 20, 2018",@,W,4,University of California,73,,81,15,Arizona State NCAA
19,"Thu, Jan 25, 2018",,L,5,Utah,80,OT,77,15,Arizona State NCAA
20,"Sat, Jan 27, 2018",,W,5,Colorado,66,,80,16,Arizona State NCAA
21,"Thu, Feb 1, 2018",@,L,6,Washington,68,,64,16,Arizona State NCAA
22,"Sun, Feb 4, 2018",@,W,6,Washington State,78,,88,17,Arizona State NCAA
23,"Thu, Feb 8, 2018",,W,6,Southern California,78,,80,18,Arizona State NCAA
24,"Sat, Feb 10, 2018",,W,6,UCLA,79,,88,19,Arizona State NCAA
25,"Thu, Feb 15, 2018",,L,7,Arizona,77,,70,19,Arizona State NCAA
26,"Thu, Feb 22, 2018",@,L,8,Oregon,75,,68,19,Arizona State NCAA
27,"Sat, Feb 24, 2018",@,L,9,Oregon State,79,,75,19,Arizona State NCAA
28,"Thu, Mar 1, 2018",,W,9,University of California,53,,84,20,Arizona State NCAA
29,"Sat, Mar 3, 2018",,L,10,Stanford,84,,83,20,Arizona State NCAA
30,"Wed, Mar 7, 2018",N,L,11,Colorado,97,,85,20,Arizona State NCAA
31,"Wed, Mar 14, 2018",N,L,12,Syracuse,60,,56,20,Arizona State NCAA
0,"Fri, Nov 10, 2017",,W,0,Northern Arizona,67,,101,1,Arizona NCAA
1,"Sun, Nov 12, 2017",,W,0,Maryland-Baltimore County,78,,103,2,Arizona NCAA
2,"Thu, Nov 16, 2017",,W,0,Cal State Bakersfield,59,,91,3,Arizona NCAA
3,"Wed, Nov 22, 2017",N,L,1,North Carolina State,90,,84,3,Arizona NCAA
4,"Thu, Nov 23, 2017",N,L,2,Southern Methodist,66,,60,3,Arizona NCAA
5,"Fri, Nov 24, 2017",N,L,3,Purdue,89,,64,3,Arizona NCAA
6,"Wed, Nov 29, 2017",,W,3,Long Beach State,56,,91,4,Arizona NCAA
7,"Sat, Dec 2, 2017",@,W,3,Nevada-Las Vegas,88,OT,91,5,Arizona NCAA
8,"Tue, Dec 5, 2017",N,W,3,Texas A&M,64,,67,6,Arizona NCAA
9,"Sat, Dec 9, 2017",,W,3,Alabama,82,,88,7,Arizona NCAA
10,"Sat, Dec 16, 2017",@,W,3,New Mexico,73,,89,8,Arizona NCAA
11,"Mon, Dec 18, 2017",,W,3,North Dakota State,53,,83,9,Arizona NCAA
12,"Thu, Dec 21, 2017",,W,3,Connecticut,58,,73,10,Arizona NCAA
13,"Sat, Dec 30, 2017",,W,3,Arizona State,78,,84,11,Arizona NCAA
14,"Thu, Jan 4, 2018",@,W,3,Utah,82,,94,12,Arizona NCAA
15,"Sat, Jan 6, 2018",@,L,4,Colorado,80,,77,12,Arizona NCAA
16,"Thu, Jan 11, 2018",,W,4,Oregon State,53,,62,13,Arizona NCAA
17,"Sat, Jan 13, 2018",,W,4,Oregon,83,,90,14,Arizona NCAA
18,"Wed, Jan 17, 2018",@,W,4,University of California,58,,79,15,Arizona NCAA
19,"Sat, Jan 20, 2018",@,W,4,Stanford,71,,73,16,Arizona NCAA
20,"Thu, Jan 25, 2018",,W,4,Colorado,71,,80,17,Arizona NCAA
21,"Sat, Jan 27, 2018",,W,4,Utah,73,,74,18,Arizona NCAA
22,"Wed, Jan 31, 2018",@,W,4,Washington State,72,,100,19,Arizona NCAA
23,"Sat, Feb 3, 2018",@,L,5,Washington,78,,75,19,Arizona NCAA
24,"Thu, Feb 8, 2018",,L,6,UCLA,82,,74,19,Arizona NCAA
25,"Sat, Feb 10, 2018",,W,6,Southern California,67,,81,20,Arizona NCAA
26,"Thu, Feb 15, 2018",@,W,6,Arizona State,70,,77,21,Arizona NCAA
27,"Thu, Feb 22, 2018",@,W,6,Oregon State,65,OT,75,22,Arizona NCAA
28,"Sat, Feb 24, 2018",@,L,7,Oregon,98,OT,93,22,Arizona NCAA
29,"Thu, Mar 1, 2018",,W,7,Stanford,67,,75,23,Arizona NCAA
30,"Sat, Mar 3, 2018",,W,7,University of California,54,,66,24,Arizona NCAA
31,"Thu, Mar 8, 2018",N,W,7,Colorado,67,,83,25,Arizona NCAA
32,"Fri, Mar 9, 2018",N,W,7,UCLA,67,OT,78,26,Arizona NCAA
33,"Sat, Mar 10, 2018",N,W,7,Southern California,61,,75,27,Arizona NCAA
34,"Thu, Mar 15, 2018",N,L,8,Buffalo,89,,68,27,Arizona NCAA
0,"Sat, Nov 11, 2017",,L,1,Ouachita,81,,79,0,Little Rock
1,"Tue, Nov 14, 2017",@,L,2,Memphis,70,,62,0,Little Rock
2,"Sat, Nov 18, 2017",@,L,3,Grand Canyon,76,,51,0,Little Rock
3,"Mon, Nov 20, 2017",@,L,4,San Diego,66,,52,0,Little Rock
4,"Sat, Nov 25, 2017",,L,5,Robert Morris,78,,64,0,Little Rock
5,"Sun, Nov 26, 2017",,W,5,Norfolk State,55,,70,1,Little Rock
6,"Wed, Nov 29, 2017",,W,5,Central Arkansas,65,,71,2,Little Rock
7,"Sat, Dec 2, 2017",,L,6,Oral Roberts,74,2OT,66,2,Little Rock
8,"Sat, Dec 9, 2017",@,L,7,Central Arkansas,69,,54,2,Little Rock
9,"Wed, Dec 13, 2017",@,L,8,Bradley,86,,46,2,Little Rock
10,"Fri, Dec 15, 2017",@,L,9,Sam Houston State,57,,55,2,Little Rock
11,"Mon, Dec 18, 2017",,W,9,University of the Ozarks,49,,94,3,Little Rock
12,"Wed, Dec 20, 2017",@,L,10,Mississippi State,64,,48,3,Little Rock
13,"Fri, Dec 29, 2017",,L,11,Louisiana,77,,63,3,Little Rock
14,"Sun, Dec 31, 2017",,W,11,Louisiana-Monroe,62,,71,4,Little Rock
15,"Thu, Jan 4, 2018",@,L,12,Georgia State,73,,64,4,Little Rock
16,"Sat, Jan 6, 2018",@,L,13,Georgia Southern,72,,69,4,Little Rock
17,"Thu, Jan 11, 2018",,W,13,Texas-Arlington,65,,77,5,Little Rock
18,"Sat, Jan 13, 2018",,L,14,Texas State,72,,70,5,Little Rock
19,"Sat, Jan 20, 2018",,L,15,Arkansas State,70,,62,5,Little Rock
20,"Thu, Jan 25, 2018",@,L,16,Appalachian State,72,OT,67,5,Little Rock
21,"Sat, Jan 27, 2018",@,L,17,Coastal Carolina,72,,62,5,Little Rock
22,"Thu, Feb 1, 2018",,L,18,Georgia Southern,67,,61,5,Little Rock
23,"Sat, Feb 3, 2018",,L,19,Georgia State,81,,51,5,Little Rock
24,"Thu, Feb 8, 2018",@,L,20,South Alabama,73,,56,5,Little Rock
25,"Sat, Feb 10, 2018",@,L,21,Troy,82,,64,5,Little Rock
26,"Sat, Feb 17, 2018",@,W,21,Arkansas State,78,,82,6,Little Rock
27,"Thu, Feb 22, 2018",,L,22,Coastal Carolina,65,,60,6,Little Rock
28,"Sat, Feb 24, 2018",,L,23,Appalachian State,69,,67,6,Little Rock
29,"Thu, Mar 1, 2018",@,L,24,Louisiana-Monroe,48,,44,6,Little Rock
30,"Sat, Mar 3, 2018",@,W,24,Louisiana,61,OT,72,7,Little Rock
31,"Wed, Mar 7, 2018",N,L,25,Appalachian State,93,,64,7,Little Rock
0,"Fri, Nov 10, 2017",@,L,1,Hawaii,82,,70,0,Arkansas-Pine Bluff
1,"Sun, Nov 12, 2017",N,L,2,Troy,81,,57,0,Arkansas-Pine Bluff
2,"Mon, Nov 13, 2017",N,L,3,North Dakota,80,,71,0,Arkansas-Pine Bluff
3,"Sat, Nov 18, 2017",@,L,4,Southern Methodist,72,,37,0,Arkansas-Pine Bluff
4,"Mon, Nov 20, 2017",@,L,5,Air Force,57,,47,0,Arkansas-Pine Bluff
5,"Wed, Nov 22, 2017",N,L,6,Texas State,71,,54,0,Arkansas-Pine Bluff
6,"Fri, Nov 24, 2017",@,L,7,Pacific,78,,69,0,Arkansas-Pine Bluff
7,"Sat, Nov 25, 2017",N,L,8,Canisius,81,,58,0,Arkansas-Pine Bluff
8,"Sat, Dec 2, 2017",@,L,9,Santa Clara,72,,57,0,Arkansas-Pine Bluff
9,"Sat, Dec 9, 2017",@,L,10,Oregon State,85,,58,0,Arkansas-Pine Bluff
10,"Wed, Dec 13, 2017",@,L,11,Fresno State,78,,52,0,Arkansas-Pine Bluff
11,"Sat, Dec 16, 2017",@,L,12,Weber State,96,,74,0,Arkansas-Pine Bluff
12,"Tue, Dec 19, 2017",@,L,13,Cincinnati,77,,49,0,Arkansas-Pine Bluff
13,"Fri, Dec 22, 2017",@,L,14,Tennessee-Martin,74,,68,0,Arkansas-Pine Bluff
14,"Mon, Jan 1, 2018",@,W,14,Mississippi Valley State,71,,80,1,Arkansas-Pine Bluff
15,"Sat, Jan 6, 2018",@,W,14,Alabama A&M,62,,69,2,Arkansas-Pine Bluff
16,"Mon, Jan 8, 2018",@,W,14,Alabama State,68,,94,3,Arkansas-Pine Bluff
17,"Sat, Jan 13, 2018",,W,14,Southern,76,OT,78,4,Arkansas-Pine Bluff
18,"Mon, Jan 15, 2018",,W,14,Alcorn State,59,,71,5,Arkansas-Pine Bluff
19,"Sat, Jan 20, 2018",@,W,14,Prairie View,66,,72,6,Arkansas-Pine Bluff
20,"Mon, Jan 22, 2018",@,W,14,Texas Southern,72,,74,7,Arkansas-Pine Bluff
21,"Sat, Jan 27, 2018",,L,15,Grambling,69,,68,7,Arkansas-Pine Bluff
22,"Mon, Jan 29, 2018",,W,15,Jackson State,58,,60,8,Arkansas-Pine Bluff
23,"Sat, Feb 3, 2018",,W,15,Alabama A&M,62,,80,9,Arkansas-Pine Bluff
24,"Mon, Feb 5, 2018",,L,16,Alabama State,65,,59,9,Arkansas-Pine Bluff
25,"Sat, Feb 10, 2018",@,L,17,Southern,70,,62,9,Arkansas-Pine Bluff
26,"Mon, Feb 12, 2018",@,L,18,Alcorn State,84,,52,9,Arkansas-Pine Bluff
27,"Sat, Feb 17, 2018",,L,19,Prairie View,76,OT,71,9,Arkansas-Pine Bluff
28,"Mon, Feb 19, 2018",,W,19,Texas Southern,61,,62,10,Arkansas-Pine Bluff
29,"Sat, Feb 24, 2018",@,W,19,Grambling,66,,75,11,Arkansas-Pine Bluff
30,"Mon, Feb 26, 2018",@,L,20,Jackson State,51,,48,11,Arkansas-Pine Bluff
31,"Sat, Mar 3, 2018",,W,20,Mississippi Valley State,57,,94,12,Arkansas-Pine Bluff
32,"Tue, Mar 6, 2018",,W,20,Mississippi Valley State,73,,77,13,Arkansas-Pine Bluff
33,"Fri, Mar 9, 2018",N,W,20,Southern,65,,71,14,Arkansas-Pine Bluff
34,"Sat, Mar 10, 2018",N,L,21,Texas Southern,84,,69,14,Arkansas-Pine Bluff
0,"Fri, Nov 10, 2017",@,L,1,Evansville,77,,63,0,Arkansas State
1,"Mon, Nov 13, 2017",,W,1,Abilene Christian,69,,83,1,Arkansas State
2,"Thu, Nov 16, 2017",@,L,2,Eastern Michigan,76,,59,1,Arkansas State
3,"Mon, Nov 20, 2017",,W,2,Howard,78,,92,2,Arkansas State
4,"Wed, Nov 22, 2017",@,L,3,Indiana,87,,70,2,Arkansas State
5,"Fri, Nov 24, 2017",@,L,4,South Florida,72,,61,2,Arkansas State
6,"Wed, Nov 29, 2017",@,L,5,Cleveland State,75,,72,2,Arkansas State
7,"Tue, Dec 5, 2017",,L,6,Tennessee-Martin,92,,78,2,Arkansas State
8,"Sat, Dec 9, 2017",,W,6,Henderson State,76,,90,3,Arkansas State
9,"Wed, Dec 13, 2017",@,L,7,Omaha,77,,74,3,Arkansas State
10,"Sat, Dec 16, 2017",@,W,7,Florida Atlantic,63,,64,4,Arkansas State
11,"Tue, Dec 19, 2017",@,L,8,Wichita State,89,,80,4,Arkansas State
12,"Fri, Dec 22, 2017",,W,8,Culver-Stockton,68,,99,5,Arkansas State
13,"Fri, Dec 29, 2017",,W,8,Louisiana-Monroe,64,,75,6,Arkansas State
14,"Sun, Dec 31, 2017",,L,9,Louisiana,88,,78,6,Arkansas State
15,"Thu, Jan 4, 2018",@,L,10,Georgia Southern,80,,49,6,Arkansas State
16,"Sat, Jan 6, 2018",@,L,11,Georgia State,79,,75,6,Arkansas State
17,"Thu, Jan 11, 2018",,L,12,Texas State,73,,67,6,Arkansas State
18,"Sat, Jan 13, 2018",,L,13,Texas-Arlington,97,,71,6,Arkansas State
19,"Sat, Jan 20, 2018",@,W,13,Little Rock,62,,70,7,Arkansas State
20,"Thu, Jan 25, 2018",@,L,14,Coastal Carolina,62,,47,7,Arkansas State
21,"Sat, Jan 27, 2018",@,W,14,Appalachian State,88,,93,8,Arkansas State
22,"Thu, Feb 1, 2018",,L,15,Georgia State,77,,66,8,Arkansas State
23,"Sat, Feb 3, 2018",,W,15,Georgia Southern,89,,91,9,Arkansas State
24,"Thu, Feb 8, 2018",@,L,16,Troy,89,OT,83,9,Arkansas State
25,"Sat, Feb 10, 2018",@,L,17,South Alabama,87,,67,9,Arkansas State
26,"Sat, Feb 17, 2018",,L,18,Little Rock,82,,78,9,Arkansas State
27,"Thu, Feb 22, 2018",,W,18,Appalachian State,79,OT,82,10,Arkansas State
28,"Sat, Feb 24, 2018",,L,19,Coastal Carolina,88,,81,10,Arkansas State
29,"Thu, Mar 1, 2018",@,L,20,Louisiana,85,,74,10,Arkansas State
30,"Sat, Mar 3, 2018",@,W,20,Louisiana-Monroe,79,,83,11,Arkansas State
31,"Wed, Mar 7, 2018",N,L,21,Louisiana-Monroe,76,,54,11,Arkansas State
0,"Fri, Nov 10, 2017",,W,0,Samford,56,,95,1,Arkansas NCAA
1,"Sun, Nov 12, 2017",,W,0,Bucknell,73,,101,2,Arkansas NCAA
2,"Fri, Nov 17, 2017",,W,0,Fresno State,75,,83,3,Arkansas NCAA
3,"Thu, Nov 23, 2017",N,W,0,Oklahoma,83,,92,4,Arkansas NCAA
4,"Fri, Nov 24, 2017",N,L,1,North Carolina,87,,68,4,Arkansas NCAA
5,"Sun, Nov 26, 2017",N,W,1,Connecticut,67,,102,5,Arkansas NCAA
6,"Sat, Dec 2, 2017",@,L,2,Houston,91,,65,5,Arkansas NCAA
7,"Tue, Dec 5, 2017",,W,2,Colorado State,66,,92,6,Arkansas NCAA
8,"Sat, Dec 9, 2017",,W,2,Minnesota,79,,95,7,Arkansas NCAA
9,"Sat, Dec 16, 2017",N,W,2,Troy,63,,88,8,Arkansas NCAA
10,"Tue, Dec 19, 2017",,W,2,Oral Roberts,69,,104,9,Arkansas NCAA
11,"Wed, Dec 27, 2017",,W,2,Cal State Bakersfield,68,,95,10,Arkansas NCAA
12,"Sat, Dec 30, 2017",,W,2,Tennessee,93,OT,95,11,Arkansas NCAA
13,"Tue, Jan 2, 2018",@,L,3,Mississippi State,78,,75,11,Arkansas NCAA
14,"Sat, Jan 6, 2018",@,L,4,Auburn,88,,77,11,Arkansas NCAA
15,"Wed, Jan 10, 2018",,L,5,Louisiana State,75,,54,11,Arkansas NCAA
16,"Sat, Jan 13, 2018",,W,5,Missouri,63,,65,12,Arkansas NCAA
17,"Wed, Jan 17, 2018",@,L,6,Florida,88,,73,12,Arkansas NCAA
18,"Sat, Jan 20, 2018",,W,6,Mississippi,93,,97,13,Arkansas NCAA
19,"Tue, Jan 23, 2018",@,W,6,Georgia,77,2OT,80,14,Arkansas NCAA
20,"Sat, Jan 27, 2018",,W,6,Oklahoma State,65,,66,15,Arkansas NCAA
21,"Tue, Jan 30, 2018",@,L,7,Texas A&M,80,,66,15,Arkansas NCAA
22,"Sat, Feb 3, 2018",@,L,8,Louisiana State,94,,86,15,Arkansas NCAA
23,"Tue, Feb 6, 2018",,W,8,South Carolina,65,,81,16,Arkansas NCAA
24,"Sat, Feb 10, 2018",,W,8,Vanderbilt,54,,72,17,Arkansas NCAA
25,"Tue, Feb 13, 2018",@,W,8,Mississippi,64,,75,18,Arkansas NCAA
26,"Sat, Feb 17, 2018",,W,8,Texas A&M,75,,94,19,Arkansas NCAA
27,"Tue, Feb 20, 2018",,L,9,Kentucky,87,,72,19,Arkansas NCAA
28,"Sat, Feb 24, 2018",@,W,9,Alabama,73,,76,20,Arkansas NCAA
29,"Tue, Feb 27, 2018",,W,9,Auburn,82,,91,21,Arkansas NCAA
30,"Sat, Mar 3, 2018",@,L,10,Missouri,77,,67,21,Arkansas NCAA
31,"Thu, Mar 8, 2018",N,W,10,South Carolina,64,,69,22,Arkansas NCAA
32,"Fri, Mar 9, 2018",N,W,10,Florida,72,,80,23,Arkansas NCAA
33,"Sat, Mar 10, 2018",N,L,11,Tennessee,84,,66,23,Arkansas NCAA
34,"Fri, Mar 16, 2018",N,L,12,Butler,79,,62,23,Arkansas NCAA
0,"Fri, Nov 10, 2017",@,L,1,Hofstra,77,,74,0,Army
1,"Tue, Nov 14, 2017",,W,1,John Jay,43,,92,1,Army
2,"Sat, Nov 18, 2017",@,W,1,Marist,73,,94,2,Army
3,"Tue, Nov 21, 2017",,W,1,Columbia,78,,88,3,Army
4,"Mon, Nov 27, 2017",@,L,2,Niagara,77,,71,3,Army
5,"Fri, Dec 1, 2017",N,W,2,Maryland-Baltimore County,70,,81,4,Army
6,"Sat, Dec 2, 2017",N,W,2,Marist,75,,82,5,Army
7,"Wed, Dec 6, 2017",@,L,3,Binghamton,71,,66,5,Army
8,"Fri, Dec 8, 2017",@,L,4,Wake Forest,109,,80,5,Army
9,"Tue, Dec 12, 2017",@,W,4,St. Francis,64,,76,6,Army
10,"Sun, Dec 17, 2017",N,W,4,Air Force,54,,79,7,Army
11,"Fri, Dec 29, 2017",@,L,5,Boston University,90,,82,7,Army
12,"Tue, Jan 2, 2018",,W,5,Loyola,75,,86,8,Army
13,"Fri, Jan 5, 2018",,L,6,Bucknell,83,,66,8,Army
14,"Mon, Jan 8, 2018",@,W,6,American,54,,58,9,Army
15,"Thu, Jan 11, 2018",,W,6,Lafayette,71,,81,10,Army
16,"Sun, Jan 14, 2018",@,W,6,Navy,62,,64,11,Army
17,"Wed, Jan 17, 2018",@,L,7,Holy Cross,70,,66,11,Army
18,"Sat, Jan 20, 2018",,W,7,Lehigh,81,,93,12,Army
19,"Wed, Jan 24, 2018",,L,8,Colgate,81,,78,12,Army
20,"Sat, Jan 27, 2018",@,L,9,Loyola,79,,68,12,Army
21,"Wed, Jan 31, 2018",@,L,10,Bucknell,83,OT,71,12,Army
22,"Sat, Feb 3, 2018",,W,10,American,70,,82,13,Army
23,"Wed, Feb 7, 2018",@,L,11,Lafayette,81,,54,13,Army
24,"Sat, Feb 10, 2018",,L,12,Navy,68,,59,13,Army
25,"Wed, Feb 14, 2018",,L,13,Holy Cross,70,,65,13,Army
26,"Sat, Feb 17, 2018",@,L,14,Lehigh,84,,53,13,Army
27,"Wed, Feb 21, 2018",@,L,15,Colgate,87,,83,13,Army
28,"Sat, Feb 24, 2018",,L,16,Boston University,61,,59,13,Army
29,"Tue, Feb 27, 2018",@,L,17,Loyola,82,,79,13,Army
0,"Fri, Nov 10, 2017",,W,0,Norfolk State,74,,102,1,Auburn NCAA
1,"Thu, Nov 16, 2017",N,W,0,Indiana State,64,,83,2,Auburn NCAA
2,"Fri, Nov 17, 2017",N,L,1,Temple,88,,74,2,Auburn NCAA
3,"Sun, Nov 19, 2017",N,W,1,Hofstra,78,,89,3,Auburn NCAA
4,"Fri, Nov 24, 2017",,W,1,Winthrop,85,,119,4,Auburn NCAA
5,"Wed, Nov 29, 2017",@,W,1,Dayton,60,,73,5,Auburn NCAA
6,"Sun, Dec 3, 2017",,W,1,George Mason,63,,79,6,Auburn NCAA
7,"Wed, Dec 6, 2017",,W,1,Gardner-Webb,55,,80,7,Auburn NCAA
8,"Sat, Dec 9, 2017",,W,1,Alabama-Birmingham,80,,85,8,Auburn NCAA
9,"Sat, Dec 16, 2017",N,W,1,Middle Tennessee,70,,76,9,Auburn NCAA
10,"Tue, Dec 19, 2017",@,W,1,Murray State,77,,81,10,Auburn NCAA
11,"Sat, Dec 23, 2017",,W,1,Connecticut,64,,89,11,Auburn NCAA
12,"Sat, Dec 30, 2017",,W,1,Cornell,77,,98,12,Auburn NCAA
13,"Tue, Jan 2, 2018",@,W,1,Tennessee,84,,94,13,Auburn NCAA
14,"Sat, Jan 6, 2018",,W,1,Arkansas,77,,88,14,Auburn NCAA
15,"Tue, Jan 9, 2018",,W,1,Mississippi,70,,85,15,Auburn NCAA
16,"Sat, Jan 13, 2018",@,W,1,Mississippi State,68,,76,16,Auburn NCAA
17,"Wed, Jan 17, 2018",@,L,2,Alabama,76,,71,16,Auburn NCAA
18,"Sat, Jan 20, 2018",,W,2,Georgia,65,,79,17,Auburn NCAA
19,"Wed, Jan 24, 2018",@,W,2,Missouri,73,,91,18,Auburn NCAA
20,"Sat, Jan 27, 2018",,W,2,Louisiana State,70,,95,19,Auburn NCAA
21,"Tue, Jan 30, 2018",@,W,2,Mississippi,70,,79,20,Auburn NCAA
22,"Sat, Feb 3, 2018",,W,2,Vanderbilt,81,,93,21,Auburn NCAA
23,"Wed, Feb 7, 2018",,L,3,Texas A&M,81,,80,21,Auburn NCAA
24,"Sat, Feb 10, 2018",@,W,3,Georgia,61,,78,22,Auburn NCAA
25,"Wed, Feb 14, 2018",,W,3,Kentucky,66,,76,23,Auburn NCAA
26,"Sat, Feb 17, 2018",@,L,4,South Carolina,84,,75,23,Auburn NCAA
27,"Wed, Feb 21, 2018",,W,4,Alabama,71,,90,24,Auburn NCAA
28,"Sat, Feb 24, 2018",@,L,5,Florida,72,,66,24,Auburn NCAA
29,"Tue, Feb 27, 2018",@,L,6,Arkansas,91,,82,24,Auburn NCAA
30,"Sat, Mar 3, 2018",,W,6,South Carolina,70,,79,25,Auburn NCAA
31,"Fri, Mar 9, 2018",N,L,7,Alabama,81,,63,25,Auburn NCAA
32,"Fri, Mar 16, 2018",N,W,7,College of Charleston,58,,62,26,Auburn NCAA
33,"Sun, Mar 18, 2018",N,L,8,Clemson,84,,53,26,Auburn NCAA
0,"Fri, Nov 10, 2017",@,L,1,Vanderbilt,73,,54,0,Austin Peay
1,"Mon, Nov 13, 2017",@,L,2,Virginia,93,,49,0,Austin Peay
2,"Wed, Nov 15, 2017",,W,2,Oakland City,50,,109,1,Austin Peay
3,"Sun, Nov 19, 2017",,L,3,North Carolina-Asheville,82,OT,79,1,Austin Peay
4,"Wed, Nov 22, 2017",,W,3,Bethel,58,,90,2,Austin Peay
5,"Sun, Nov 26, 2017",,W,3,Miami,61,,86,3,Austin Peay
6,"Wed, Nov 29, 2017",@,L,4,Oklahoma State,79,,63,3,Austin Peay
7,"Sat, Dec 2, 2017",,W,4,Alabama A&M,47,,67,4,Austin Peay
8,"Wed, Dec 6, 2017",@,L,5,Illinois,64,,57,4,Austin Peay
9,"Sat, Dec 16, 2017",@,L,6,Evansville,78,OT,74,4,Austin Peay
10,"Tue, Dec 19, 2017",,W,6,Troy,73,,75,5,Austin Peay
11,"Fri, Dec 22, 2017",,L,7,Western Kentucky,72,,55,5,Austin Peay
12,"Thu, Dec 28, 2017",,W,7,Southern Illinois-Edwardsville,58,,78,6,Austin Peay
13,"Sat, Dec 30, 2017",,W,7,Eastern Illinois,54,,70,7,Austin Peay
14,"Thu, Jan 4, 2018",,W,7,Tennessee-Martin,69,,75,8,Austin Peay
15,"Sat, Jan 6, 2018",,W,7,Southeast Missouri State,71,,76,9,Austin Peay
16,"Thu, Jan 11, 2018",@,L,8,Tennessee Tech,86,,74,9,Austin Peay
17,"Sat, Jan 13, 2018",@,W,8,Jacksonville State,67,,87,10,Austin Peay
